return_id,order_id,seller_id,return_date,return_reason
RET-0042952,ORD-0241939,MNT-0457,2023-05-07,quality issue
RET-0042953,ORD-0241958,MNT-0457,2023-06-10,size issue
RET-0042954,ORD-0241964,MNT-0457,2023-05-14,wrong item
RET-0042955,ORD-0242028,MNT-0457,2023-06-12,quality issue
RET-0042956,ORD-0242032,MNT-0457,2023-07-08,quality issue
RET-0042957,ORD-0242058,MNT-0457,2023-07-11,wrong item
RET-0042958,ORD-0242095,MNT-0457,2023-08-15,size issue
RET-0042959,ORD-0242100,MNT-0457,2023-09-03,size issue
RET-0042960,ORD-0242129,MNT-0457,2023-08-12,changed mind
RET-0042961,ORD-0242174,MNT-0457,2023-09-26,damaged
RET-0042962,ORD-0242176,MNT-0457,2023-09-14,quality issue
RET-0042963,ORD-0242182,MNT-0457,2023-09-17,changed mind
RET-0042964,ORD-0242213,MNT-0457,2023-10-10,size issue
RET-0042965,ORD-0242232,MNT-0457,2023-10-27,size issue
RET-0042966,ORD-0242261,MNT-0457,2023-11-08,changed mind
RET-0042967,ORD-0242277,MNT-0457,2023-11-29,size issue
RET-0042968,ORD-0242297,MNT-0457,2023-12-08,size issue
RET-0042969,ORD-0242299,MNT-0457,2023-11-11,wrong item
RET-0042970,ORD-0242303,MNT-0457,2023-12-05,size issue
RET-0042971,ORD-0242311,MNT-0457,2023-11-22,wrong item
RET-0042972,ORD-0242317,MNT-0457,2023-11-06,changed mind
RET-0042973,ORD-0242357,MNT-0457,2023-12-19,size issue
RET-0042974,ORD-0242362,MNT-0457,2023-12-17,size issue
RET-0042975,ORD-0242376,MNT-0457,2023-12-11,damaged
RET-0042976,ORD-0242445,MNT-0457,2024-02-07,wrong item
RET-0042977,ORD-0242450,MNT-0457,2024-01-20,changed mind
RET-0042978,ORD-0242462,MNT-0457,2024-02-14,changed mind
RET-0042979,ORD-0242473,MNT-0457,2024-02-24,size issue
RET-0042980,ORD-0242486,MNT-0457,2024-02-28,wrong item
RET-0042981,ORD-0242493,MNT-0457,2024-03-06,wrong item
RET-0042982,ORD-0242498,MNT-0457,2024-02-14,quality issue
RET-0042983,ORD-0242506,MNT-0457,2024-03-21,wrong item
RET-0042984,ORD-0242519,MNT-0457,2024-03-27,size issue
RET-0042985,ORD-0242526,MNT-0457,2024-04-05,size issue
RET-0042986,ORD-0242536,MNT-0457,2024-03-28,quality issue
RET-0042987,ORD-0242546,MNT-0457,2024-04-25,damaged
RET-0042988,ORD-0242568,MNT-0457,2024-05-08,size issue
RET-0042989,ORD-0242582,MNT-0457,2024-04-20,size issue
RET-0042990,ORD-0242585,MNT-0457,2024-04-19,size issue
RET-0042991,ORD-0242606,MNT-0457,2024-05-27,size issue
RET-0042992,ORD-0242639,MNT-0457,2024-06-06,size issue
RET-0042993,ORD-0242666,MNT-0457,2024-06-21,size issue
RET-0042994,ORD-0242676,MNT-0457,2024-06-18,changed mind
RET-0042995,ORD-0242693,MNT-0458,2023-01-19,changed mind
RET-0042996,ORD-0242697,MNT-0458,2023-01-28,changed mind
RET-0042997,ORD-0242703,MNT-0458,2023-01-21,size issue
RET-0042998,ORD-0242704,MNT-0458,2023-01-31,size issue
RET-0042999,ORD-0242705,MNT-0458,2023-02-08,size issue
RET-0043000,ORD-0242708,MNT-0458,2023-01-31,changed mind
RET-0043001,ORD-0242710,MNT-0458,2023-01-21,size issue
RET-0043002,ORD-0242719,MNT-0458,2023-01-17,quality issue
RET-0043003,ORD-0242726,MNT-0458,2023-02-18,quality issue
RET-0043004,ORD-0242739,MNT-0458,2023-03-02,size issue
RET-0043005,ORD-0242742,MNT-0458,2023-03-07,size issue
RET-0043006,ORD-0242762,MNT-0458,2023-03-11,changed mind
RET-0043007,ORD-0242778,MNT-0458,2023-04-22,size issue
RET-0043008,ORD-0242785,MNT-0458,2023-04-22,changed mind
RET-0043009,ORD-0242803,MNT-0458,2023-05-23,damaged
RET-0043010,ORD-0242809,MNT-0458,2023-05-13,changed mind
RET-0043011,ORD-0242812,MNT-0458,2023-05-23,quality issue
RET-0043012,ORD-0242826,MNT-0458,2023-06-11,wrong item
RET-0043013,ORD-0242829,MNT-0458,2023-05-26,wrong item
RET-0043014,ORD-0242831,MNT-0458,2023-05-14,size issue
RET-0043015,ORD-0242832,MNT-0458,2023-05-23,size issue
RET-0043016,ORD-0242833,MNT-0458,2023-05-15,size issue
RET-0043017,ORD-0242846,MNT-0458,2023-06-18,damaged
RET-0043018,ORD-0242850,MNT-0458,2023-06-21,changed mind
RET-0043019,ORD-0242856,MNT-0458,2023-07-07,size issue
RET-0043020,ORD-0242872,MNT-0458,2023-08-06,quality issue
RET-0043021,ORD-0242885,MNT-0458,2023-08-09,size issue
RET-0043022,ORD-0242886,MNT-0458,2023-07-18,quality issue
RET-0043023,ORD-0242887,MNT-0458,2023-07-19,changed mind
RET-0043024,ORD-0242899,MNT-0458,2023-08-08,quality issue
RET-0043025,ORD-0242906,MNT-0458,2023-09-01,quality issue
RET-0043026,ORD-0242914,MNT-0458,2023-09-04,wrong item
RET-0043027,ORD-0242921,MNT-0458,2023-09-03,size issue
RET-0043028,ORD-0242928,MNT-0458,2023-09-26,wrong item
RET-0043029,ORD-0242938,MNT-0458,2023-10-07,damaged
RET-0043030,ORD-0242949,MNT-0458,2023-09-18,damaged
RET-0043031,ORD-0242951,MNT-0458,2023-09-17,size issue
RET-0043032,ORD-0242955,MNT-0458,2023-10-19,size issue
RET-0043033,ORD-0242956,MNT-0458,2023-10-18,wrong item
RET-0043034,ORD-0242985,MNT-0458,2023-10-15,wrong item
RET-0043035,ORD-0242986,MNT-0458,2023-10-14,quality issue
RET-0043036,ORD-0242990,MNT-0458,2023-11-29,quality issue
RET-0043037,ORD-0242991,MNT-0458,2023-11-28,size issue
RET-0043038,ORD-0242998,MNT-0458,2023-12-03,changed mind
RET-0043039,ORD-0243000,MNT-0458,2023-12-05,size issue
RET-0043040,ORD-0243002,MNT-0458,2023-11-26,changed mind
RET-0043041,ORD-0243014,MNT-0458,2023-11-22,damaged
RET-0043042,ORD-0243034,MNT-0458,2023-12-29,size issue
RET-0043043,ORD-0243039,MNT-0458,2023-12-26,quality issue
RET-0043044,ORD-0243041,MNT-0458,2023-12-15,quality issue
RET-0043045,ORD-0243042,MNT-0458,2024-01-19,wrong item
RET-0043046,ORD-0243050,MNT-0458,2024-01-26,wrong item
RET-0043047,ORD-0243056,MNT-0458,2024-01-29,quality issue
RET-0043048,ORD-0243059,MNT-0458,2024-02-03,wrong item
RET-0043049,ORD-0243061,MNT-0458,2024-01-25,damaged
RET-0043050,ORD-0243066,MNT-0458,2024-02-04,changed mind
RET-0043051,ORD-0243069,MNT-0458,2024-01-23,damaged
RET-0043052,ORD-0243073,MNT-0458,2024-02-03,damaged
RET-0043053,ORD-0243080,MNT-0458,2024-02-20,changed mind
RET-0043054,ORD-0243081,MNT-0458,2024-03-05,damaged
RET-0043055,ORD-0243087,MNT-0458,2024-03-03,wrong item
RET-0043056,ORD-0243089,MNT-0458,2024-02-11,damaged
RET-0043057,ORD-0243103,MNT-0458,2024-03-01,damaged
RET-0043058,ORD-0243111,MNT-0458,2024-04-04,size issue
RET-0043059,ORD-0243116,MNT-0458,2024-04-05,damaged
RET-0043060,ORD-0243121,MNT-0458,2024-03-21,size issue
RET-0043061,ORD-0243127,MNT-0458,2024-03-28,quality issue
RET-0043062,ORD-0243140,MNT-0458,2024-05-16,changed mind
RET-0043063,ORD-0243144,MNT-0458,2024-05-15,size issue
RET-0043064,ORD-0243157,MNT-0458,2024-06-04,quality issue
RET-0043065,ORD-0243174,MNT-0458,2024-06-07,quality issue
RET-0043066,ORD-0243195,MNT-0458,2024-07-02,wrong item
RET-0043067,ORD-0243201,MNT-0458,2024-07-04,size issue
RET-0043068,ORD-0243211,MNT-0459,2023-01-25,changed mind
RET-0043069,ORD-0243229,MNT-0459,2023-02-24,changed mind
RET-0043070,ORD-0243231,MNT-0459,2023-04-02,quality issue
RET-0043071,ORD-0243238,MNT-0459,2023-03-25,quality issue
RET-0043072,ORD-0243263,MNT-0459,2023-04-25,size issue
RET-0043073,ORD-0243277,MNT-0459,2023-05-26,changed mind
RET-0043074,ORD-0243279,MNT-0459,2023-05-22,damaged
RET-0043075,ORD-0243281,MNT-0459,2023-06-09,changed mind
RET-0043076,ORD-0243311,MNT-0459,2023-06-28,wrong item
RET-0043077,ORD-0243316,MNT-0459,2023-07-06,quality issue
RET-0043078,ORD-0243337,MNT-0459,2023-07-11,wrong item
RET-0043079,ORD-0243339,MNT-0459,2023-07-27,size issue
RET-0043080,ORD-0243348,MNT-0459,2023-08-31,size issue
RET-0043081,ORD-0243353,MNT-0459,2023-09-04,size issue
RET-0043082,ORD-0243379,MNT-0459,2023-10-05,size issue
RET-0043083,ORD-0243386,MNT-0459,2023-10-06,size issue
RET-0043084,ORD-0243404,MNT-0459,2023-11-05,damaged
RET-0043085,ORD-0243416,MNT-0459,2023-11-12,damaged
RET-0043086,ORD-0243418,MNT-0459,2023-11-15,size issue
RET-0043087,ORD-0243422,MNT-0459,2023-11-21,size issue
RET-0043088,ORD-0243434,MNT-0459,2023-12-03,changed mind
RET-0043089,ORD-0243444,MNT-0459,2023-11-22,size issue
RET-0043090,ORD-0243451,MNT-0459,2023-11-27,damaged
RET-0043091,ORD-0243471,MNT-0459,2023-12-09,size issue
RET-0043092,ORD-0243481,MNT-0459,2024-01-19,wrong item
RET-0043093,ORD-0243492,MNT-0459,2024-01-26,size issue
RET-0043094,ORD-0243505,MNT-0459,2024-02-09,changed mind
RET-0043095,ORD-0243508,MNT-0459,2024-02-19,size issue
RET-0043096,ORD-0243513,MNT-0459,2024-02-18,quality issue
RET-0043097,ORD-0243521,MNT-0459,2024-04-01,size issue
RET-0043098,ORD-0243545,MNT-0459,2024-04-22,damaged
RET-0043099,ORD-0243568,MNT-0459,2024-05-14,quality issue
RET-0043100,ORD-0243569,MNT-0459,2024-06-01,size issue
RET-0043101,ORD-0243574,MNT-0459,2024-05-19,size issue
RET-0043102,ORD-0243578,MNT-0459,2024-05-27,quality issue
RET-0043103,ORD-0243590,MNT-0459,2024-06-27,size issue
RET-0043104,ORD-0243597,MNT-0459,2024-06-27,wrong item
RET-0043105,ORD-0243598,MNT-0459,2024-07-10,changed mind
RET-0043106,ORD-0243602,MNT-0459,2024-06-30,damaged
RET-0043107,ORD-0243606,MNT-0460,2023-01-23,changed mind
RET-0043108,ORD-0243609,MNT-0460,2023-01-24,size issue
RET-0043109,ORD-0243612,MNT-0460,2023-01-12,wrong item
RET-0043110,ORD-0243617,MNT-0460,2023-02-11,size issue
RET-0043111,ORD-0243619,MNT-0460,2023-02-08,size issue
RET-0043112,ORD-0243620,MNT-0460,2023-01-18,changed mind
RET-0043113,ORD-0243626,MNT-0460,2023-01-11,quality issue
RET-0043114,ORD-0243632,MNT-0460,2023-02-06,size issue
RET-0043115,ORD-0243633,MNT-0460,2023-02-19,size issue
RET-0043116,ORD-0243634,MNT-0460,2023-02-26,size issue
RET-0043117,ORD-0243637,MNT-0460,2023-02-19,size issue
RET-0043118,ORD-0243641,MNT-0460,2023-03-04,size issue
RET-0043119,ORD-0243643,MNT-0460,2023-02-17,quality issue
RET-0043120,ORD-0243645,MNT-0460,2023-03-22,wrong item
RET-0043121,ORD-0243650,MNT-0460,2023-03-31,size issue
RET-0043122,ORD-0243663,MNT-0460,2023-04-11,quality issue
RET-0043123,ORD-0243668,MNT-0460,2023-05-06,size issue
RET-0043124,ORD-0243673,MNT-0460,2023-04-29,size issue
RET-0043125,ORD-0243683,MNT-0460,2023-04-22,damaged
RET-0043126,ORD-0243684,MNT-0460,2023-05-23,changed mind
RET-0043127,ORD-0243693,MNT-0460,2023-05-09,wrong item
RET-0043128,ORD-0243695,MNT-0460,2023-05-18,wrong item
RET-0043129,ORD-0243696,MNT-0460,2023-06-01,quality issue
RET-0043130,ORD-0243698,MNT-0460,2023-05-11,quality issue
RET-0043131,ORD-0243705,MNT-0460,2023-06-30,size issue
RET-0043132,ORD-0243709,MNT-0460,2023-06-09,size issue
RET-0043133,ORD-0243713,MNT-0460,2023-06-08,size issue
RET-0043134,ORD-0243714,MNT-0460,2023-06-26,wrong item
RET-0043135,ORD-0243715,MNT-0460,2023-07-01,size issue
RET-0043136,ORD-0243726,MNT-0460,2023-07-05,wrong item
RET-0043137,ORD-0243732,MNT-0460,2023-07-26,quality issue
RET-0043138,ORD-0243740,MNT-0460,2023-08-08,quality issue
RET-0043139,ORD-0243741,MNT-0460,2023-07-07,size issue
RET-0043140,ORD-0243742,MNT-0460,2023-08-22,size issue
RET-0043141,ORD-0243754,MNT-0460,2023-09-04,size issue
RET-0043142,ORD-0243757,MNT-0460,2023-08-17,wrong item
RET-0043143,ORD-0243766,MNT-0460,2023-08-12,changed mind
RET-0043144,ORD-0243771,MNT-0460,2023-08-09,size issue
RET-0043145,ORD-0243803,MNT-0460,2023-11-08,size issue
RET-0043146,ORD-0243815,MNT-0460,2023-10-26,quality issue
RET-0043147,ORD-0243828,MNT-0460,2023-10-20,size issue
RET-0043148,ORD-0243834,MNT-0460,2023-11-11,size issue
RET-0043149,ORD-0243835,MNT-0460,2023-11-20,wrong item
RET-0043150,ORD-0243838,MNT-0460,2023-11-28,changed mind
RET-0043151,ORD-0243839,MNT-0460,2023-12-02,size issue
RET-0043152,ORD-0243840,MNT-0460,2023-11-15,wrong item
RET-0043153,ORD-0243847,MNT-0460,2023-11-09,changed mind
RET-0043154,ORD-0243849,MNT-0460,2023-11-11,damaged
RET-0043155,ORD-0243852,MNT-0460,2023-12-06,wrong item
RET-0043156,ORD-0243853,MNT-0460,2023-12-05,quality issue
RET-0043157,ORD-0243856,MNT-0460,2023-11-29,quality issue
RET-0043158,ORD-0243869,MNT-0460,2024-01-08,quality issue
RET-0043159,ORD-0243875,MNT-0460,2023-12-22,size issue
RET-0043160,ORD-0243881,MNT-0460,2023-12-27,size issue
RET-0043161,ORD-0243885,MNT-0460,2023-12-22,changed mind
RET-0043162,ORD-0243893,MNT-0460,2024-01-20,size issue
RET-0043163,ORD-0243898,MNT-0460,2024-01-18,size issue
RET-0043164,ORD-0243900,MNT-0460,2024-01-06,quality issue
RET-0043165,ORD-0243901,MNT-0460,2024-02-09,changed mind
RET-0043166,ORD-0243903,MNT-0460,2024-02-12,size issue
RET-0043167,ORD-0243912,MNT-0460,2024-02-13,quality issue
RET-0043168,ORD-0243917,MNT-0460,2024-02-23,damaged
RET-0043169,ORD-0243919,MNT-0460,2024-02-29,quality issue
RET-0043170,ORD-0243921,MNT-0460,2024-02-11,size issue
RET-0043171,ORD-0243923,MNT-0460,2024-02-24,damaged
RET-0043172,ORD-0243925,MNT-0460,2024-02-11,damaged
RET-0043173,ORD-0243926,MNT-0460,2024-02-16,size issue
RET-0043174,ORD-0243933,MNT-0460,2024-03-06,size issue
RET-0043175,ORD-0243939,MNT-0460,2024-03-18,changed mind
RET-0043176,ORD-0243943,MNT-0460,2024-03-19,size issue
RET-0043177,ORD-0243953,MNT-0460,2024-05-05,size issue
RET-0043178,ORD-0243978,MNT-0460,2024-05-10,wrong item
RET-0043179,ORD-0243989,MNT-0460,2024-06-19,changed mind
RET-0043180,ORD-0243991,MNT-0460,2024-06-30,size issue
RET-0043181,ORD-0244001,MNT-0460,2024-06-26,quality issue
RET-0043182,ORD-0244006,MNT-0461,2023-11-15,changed mind
RET-0043183,ORD-0244009,MNT-0461,2023-11-25,quality issue
RET-0043184,ORD-0244011,MNT-0461,2023-11-17,size issue
RET-0043185,ORD-0244018,MNT-0461,2023-11-30,size issue
RET-0043186,ORD-0244022,MNT-0461,2023-11-11,size issue
RET-0043187,ORD-0244026,MNT-0461,2023-12-09,wrong item
RET-0043188,ORD-0244031,MNT-0461,2023-11-23,wrong item
RET-0043189,ORD-0244037,MNT-0461,2024-01-09,changed mind
RET-0043190,ORD-0244038,MNT-0461,2023-12-26,damaged
RET-0043191,ORD-0244050,MNT-0461,2023-12-20,damaged
RET-0043192,ORD-0244051,MNT-0461,2023-12-16,changed mind
RET-0043193,ORD-0244053,MNT-0461,2023-12-19,changed mind
RET-0043194,ORD-0244057,MNT-0461,2023-12-11,changed mind
RET-0043195,ORD-0244063,MNT-0461,2024-02-10,changed mind
RET-0043196,ORD-0244071,MNT-0461,2024-01-25,quality issue
RET-0043197,ORD-0244072,MNT-0461,2024-01-17,size issue
RET-0043198,ORD-0244081,MNT-0461,2024-02-28,changed mind
RET-0043199,ORD-0244082,MNT-0461,2024-02-26,quality issue
RET-0043200,ORD-0244087,MNT-0461,2024-02-15,size issue
RET-0043201,ORD-0244088,MNT-0461,2024-03-29,size issue
RET-0043202,ORD-0244093,MNT-0461,2024-05-06,size issue
RET-0043203,ORD-0244094,MNT-0462,2023-01-23,changed mind
RET-0043204,ORD-0244096,MNT-0462,2023-01-21,changed mind
RET-0043205,ORD-0244097,MNT-0462,2023-01-30,quality issue
RET-0043206,ORD-0244098,MNT-0462,2023-01-29,size issue
RET-0043207,ORD-0244100,MNT-0462,2023-02-01,quality issue
RET-0043208,ORD-0244103,MNT-0462,2023-01-30,damaged
RET-0043209,ORD-0244105,MNT-0462,2023-01-23,quality issue
RET-0043210,ORD-0244109,MNT-0462,2023-01-18,changed mind
RET-0043211,ORD-0244115,MNT-0462,2023-03-03,changed mind
RET-0043212,ORD-0244119,MNT-0462,2023-02-26,wrong item
RET-0043213,ORD-0244121,MNT-0462,2023-02-26,changed mind
RET-0043214,ORD-0244125,MNT-0462,2023-02-21,quality issue
RET-0043215,ORD-0244126,MNT-0462,2023-03-07,size issue
RET-0043216,ORD-0244127,MNT-0462,2023-02-11,size issue
RET-0043217,ORD-0244130,MNT-0462,2023-03-06,size issue
RET-0043218,ORD-0244131,MNT-0462,2023-02-22,changed mind
RET-0043219,ORD-0244132,MNT-0462,2023-03-30,wrong item
RET-0043220,ORD-0244141,MNT-0462,2023-03-20,quality issue
RET-0043221,ORD-0244142,MNT-0462,2023-04-05,size issue
RET-0043222,ORD-0244151,MNT-0462,2023-04-19,changed mind
RET-0043223,ORD-0244152,MNT-0462,2023-05-02,quality issue
RET-0043224,ORD-0244154,MNT-0462,2023-04-14,wrong item
RET-0043225,ORD-0244156,MNT-0462,2023-04-18,changed mind
RET-0043226,ORD-0244158,MNT-0462,2023-04-12,wrong item
RET-0043227,ORD-0244160,MNT-0462,2023-04-27,size issue
RET-0043228,ORD-0244162,MNT-0462,2023-04-13,size issue
RET-0043229,ORD-0244169,MNT-0462,2023-06-01,size issue
RET-0043230,ORD-0244170,MNT-0462,2023-05-13,wrong item
RET-0043231,ORD-0244171,MNT-0462,2023-06-05,wrong item
RET-0043232,ORD-0244183,MNT-0462,2023-06-01,size issue
RET-0043233,ORD-0244188,MNT-0462,2023-07-01,quality issue
RET-0043234,ORD-0244189,MNT-0462,2023-07-03,size issue
RET-0043235,ORD-0244194,MNT-0462,2023-07-03,changed mind
RET-0043236,ORD-0244195,MNT-0462,2023-06-23,size issue
RET-0043237,ORD-0244196,MNT-0462,2023-06-24,damaged
RET-0043238,ORD-0244199,MNT-0462,2023-07-10,wrong item
RET-0043239,ORD-0244200,MNT-0462,2023-06-13,changed mind
RET-0043240,ORD-0244204,MNT-0462,2023-07-07,changed mind
RET-0043241,ORD-0244210,MNT-0462,2023-07-10,changed mind
RET-0043242,ORD-0244220,MNT-0462,2023-07-15,wrong item
RET-0043243,ORD-0244222,MNT-0462,2023-08-04,quality issue
RET-0043244,ORD-0244223,MNT-0462,2023-07-20,quality issue
RET-0043245,ORD-0244232,MNT-0462,2023-08-08,quality issue
RET-0043246,ORD-0244238,MNT-0462,2023-08-09,size issue
RET-0043247,ORD-0244240,MNT-0462,2023-09-01,changed mind
RET-0043248,ORD-0244241,MNT-0462,2023-08-18,quality issue
RET-0043249,ORD-0244242,MNT-0462,2023-08-17,quality issue
RET-0043250,ORD-0244246,MNT-0462,2023-08-23,size issue
RET-0043251,ORD-0244247,MNT-0462,2023-08-11,changed mind
RET-0043252,ORD-0244264,MNT-0462,2023-10-03,quality issue
RET-0043253,ORD-0244265,MNT-0462,2023-09-19,changed mind
RET-0043254,ORD-0244268,MNT-0462,2023-09-30,size issue
RET-0043255,ORD-0244273,MNT-0462,2023-10-28,size issue
RET-0043256,ORD-0244274,MNT-0462,2023-10-16,changed mind
RET-0043257,ORD-0244276,MNT-0462,2023-10-26,size issue
RET-0043258,ORD-0244282,MNT-0462,2023-10-26,wrong item
RET-0043259,ORD-0244287,MNT-0462,2023-10-29,wrong item
RET-0043260,ORD-0244294,MNT-0462,2023-10-21,damaged
RET-0043261,ORD-0244301,MNT-0462,2023-10-24,wrong item
RET-0043262,ORD-0244309,MNT-0462,2023-11-17,changed mind
RET-0043263,ORD-0244312,MNT-0462,2023-11-10,size issue
RET-0043264,ORD-0244313,MNT-0462,2023-12-09,changed mind
RET-0043265,ORD-0244315,MNT-0462,2023-11-24,size issue
RET-0043266,ORD-0244320,MNT-0462,2023-12-08,changed mind
RET-0043267,ORD-0244332,MNT-0462,2023-11-17,damaged
RET-0043268,ORD-0244333,MNT-0462,2023-11-22,quality issue
RET-0043269,ORD-0244342,MNT-0462,2023-12-11,wrong item
RET-0043270,ORD-0244350,MNT-0462,2024-01-02,changed mind
RET-0043271,ORD-0244352,MNT-0462,2024-01-20,quality issue
RET-0043272,ORD-0244354,MNT-0462,2024-01-13,wrong item
RET-0043273,ORD-0244358,MNT-0462,2024-01-30,changed mind
RET-0043274,ORD-0244363,MNT-0462,2024-02-07,changed mind
RET-0043275,ORD-0244366,MNT-0462,2024-01-10,wrong item
RET-0043276,ORD-0244372,MNT-0462,2024-01-27,size issue
RET-0043277,ORD-0244384,MNT-0462,2024-02-22,size issue
RET-0043278,ORD-0244392,MNT-0462,2024-02-14,changed mind
RET-0043279,ORD-0244397,MNT-0462,2024-02-20,size issue
RET-0043280,ORD-0244404,MNT-0462,2024-04-11,size issue
RET-0043281,ORD-0244411,MNT-0462,2024-03-29,quality issue
RET-0043282,ORD-0244414,MNT-0462,2024-03-26,size issue
RET-0043283,ORD-0244415,MNT-0462,2024-04-07,size issue
RET-0043284,ORD-0244417,MNT-0462,2024-04-03,size issue
RET-0043285,ORD-0244422,MNT-0462,2024-03-22,changed mind
RET-0043286,ORD-0244426,MNT-0462,2024-05-04,size issue
RET-0043287,ORD-0244427,MNT-0462,2024-04-30,size issue
RET-0043288,ORD-0244432,MNT-0462,2024-04-09,changed mind
RET-0043289,ORD-0244433,MNT-0462,2024-04-24,size issue
RET-0043290,ORD-0244435,MNT-0462,2024-04-27,changed mind
RET-0043291,ORD-0244436,MNT-0462,2024-04-27,size issue
RET-0043292,ORD-0244440,MNT-0462,2024-04-16,quality issue
RET-0043293,ORD-0244441,MNT-0462,2024-05-26,size issue
RET-0043294,ORD-0244469,MNT-0462,2024-06-16,changed mind
RET-0043295,ORD-0244473,MNT-0462,2024-07-03,quality issue
RET-0043296,ORD-0244483,MNT-0462,2024-06-30,quality issue
RET-0043297,ORD-0244484,MNT-0462,2024-06-23,damaged
RET-0043298,ORD-0244503,MNT-0463,2024-01-09,size issue
RET-0043299,ORD-0244527,MNT-0463,2024-01-04,size issue
RET-0043300,ORD-0244541,MNT-0463,2023-12-19,changed mind
RET-0043301,ORD-0244549,MNT-0463,2024-01-15,changed mind
RET-0043302,ORD-0244564,MNT-0463,2024-01-31,size issue
RET-0043303,ORD-0244574,MNT-0463,2024-01-17,size issue
RET-0043304,ORD-0244585,MNT-0463,2024-01-25,changed mind
RET-0043305,ORD-0244587,MNT-0463,2024-01-08,changed mind
RET-0043306,ORD-0244640,MNT-0463,2024-03-17,size issue
RET-0043307,ORD-0244643,MNT-0463,2024-04-01,damaged
RET-0043308,ORD-0244655,MNT-0463,2024-04-05,changed mind
RET-0043309,ORD-0244657,MNT-0463,2024-03-11,changed mind
RET-0043310,ORD-0244667,MNT-0463,2024-04-14,damaged
RET-0043311,ORD-0244692,MNT-0463,2024-04-20,changed mind
RET-0043312,ORD-0244711,MNT-0463,2024-05-10,size issue
RET-0043313,ORD-0244714,MNT-0463,2024-04-09,damaged
RET-0043314,ORD-0244751,MNT-0463,2024-05-10,quality issue
RET-0043315,ORD-0244753,MNT-0463,2024-06-05,size issue
RET-0043316,ORD-0244755,MNT-0463,2024-05-20,quality issue
RET-0043317,ORD-0244764,MNT-0463,2024-06-26,size issue
RET-0043318,ORD-0244768,MNT-0463,2024-06-13,damaged
RET-0043319,ORD-0244777,MNT-0463,2024-07-04,wrong item
RET-0043320,ORD-0244780,MNT-0463,2024-07-06,quality issue
RET-0043321,ORD-0244781,MNT-0463,2024-06-20,size issue
RET-0043322,ORD-0244786,MNT-0463,2024-06-20,quality issue
RET-0043323,ORD-0244798,MNT-0463,2024-06-10,size issue
RET-0043324,ORD-0244815,MNT-0463,2024-07-01,size issue
RET-0043325,ORD-0244822,MNT-0464,2023-01-27,changed mind
RET-0043326,ORD-0244824,MNT-0464,2023-02-01,size issue
RET-0043327,ORD-0244830,MNT-0464,2023-01-12,size issue
RET-0043328,ORD-0244831,MNT-0464,2023-01-14,size issue
RET-0043329,ORD-0244832,MNT-0464,2023-02-09,size issue
RET-0043330,ORD-0244834,MNT-0464,2023-01-31,wrong item
RET-0043331,ORD-0244837,MNT-0464,2023-02-14,quality issue
RET-0043332,ORD-0244838,MNT-0464,2023-02-28,changed mind
RET-0043333,ORD-0244839,MNT-0464,2023-02-16,wrong item
RET-0043334,ORD-0244842,MNT-0464,2023-02-18,size issue
RET-0043335,ORD-0244855,MNT-0464,2023-03-26,quality issue
RET-0043336,ORD-0244859,MNT-0464,2023-03-10,quality issue
RET-0043337,ORD-0244867,MNT-0464,2023-03-19,changed mind
RET-0043338,ORD-0244869,MNT-0464,2023-03-10,quality issue
RET-0043339,ORD-0244875,MNT-0464,2023-05-02,changed mind
RET-0043340,ORD-0244879,MNT-0464,2023-05-09,size issue
RET-0043341,ORD-0244880,MNT-0464,2023-04-14,damaged
RET-0043342,ORD-0244882,MNT-0464,2023-04-20,damaged
RET-0043343,ORD-0244883,MNT-0464,2023-04-17,size issue
RET-0043344,ORD-0244887,MNT-0464,2023-04-26,size issue
RET-0043345,ORD-0244904,MNT-0464,2023-06-07,wrong item
RET-0043346,ORD-0244916,MNT-0464,2023-05-27,size issue
RET-0043347,ORD-0244923,MNT-0464,2023-06-06,damaged
RET-0043348,ORD-0244924,MNT-0464,2023-06-20,size issue
RET-0043349,ORD-0244925,MNT-0464,2023-07-02,quality issue
RET-0043350,ORD-0244926,MNT-0464,2023-07-05,changed mind
RET-0043351,ORD-0244927,MNT-0464,2023-06-25,size issue
RET-0043352,ORD-0244932,MNT-0464,2023-06-27,quality issue
RET-0043353,ORD-0244935,MNT-0464,2023-07-02,wrong item
RET-0043354,ORD-0244939,MNT-0464,2023-07-04,wrong item
RET-0043355,ORD-0244941,MNT-0464,2023-08-01,size issue
RET-0043356,ORD-0244942,MNT-0464,2023-08-05,size issue
RET-0043357,ORD-0244949,MNT-0464,2023-07-10,wrong item
RET-0043358,ORD-0244951,MNT-0464,2023-07-19,quality issue
RET-0043359,ORD-0244961,MNT-0464,2023-07-18,size issue
RET-0043360,ORD-0244963,MNT-0464,2023-08-16,size issue
RET-0043361,ORD-0244967,MNT-0464,2023-08-22,size issue
RET-0043362,ORD-0244976,MNT-0464,2023-08-26,wrong item
RET-0043363,ORD-0244980,MNT-0464,2023-08-09,damaged
RET-0043364,ORD-0244983,MNT-0464,2023-08-29,changed mind
RET-0043365,ORD-0244989,MNT-0464,2023-08-20,changed mind
RET-0043366,ORD-0245003,MNT-0464,2023-09-21,quality issue
RET-0043367,ORD-0245006,MNT-0464,2023-10-04,changed mind
